x1,x2,x3,x4,out
3.745401188473625,6.981617140197452,1.8513292883861965,5.190817851362181,0
9.50714306409916,5.360963663441204,5.419009473783581,4.79181877629731,0
7.319939418114051,3.0952761628632777,8.729458358764083,0.2564206580643569,0
5.986584841970366,8.137950197069486,7.322248864095612,3.4124782762615635,0
1.5601864044243652,6.847311725538793,8.065611478614498,3.8019561878585706,0
1.5599452033620265,1.626169393448913,6.587833667107174,3.988227808969005,0
0.5808361216819946,9.109271844938425,6.922765645178525,5.801723692273323,0
8.661761457749352,8.22537242923169,8.491956515653193,5.336025467268785,0
6.011150117432088,9.49799913291924,2.4966800885918596,6.079050927934446,0
7.080725777960454,7.2571950838836,4.894249636431405,7.6488326154212825,0
0.20584494295802447,6.134151959357899,2.2120944181960223,8.129857387160936,0
9.699098521619943,4.182430362906189,9.87668007996647,7.181230762264944,0
8.324426408004218,9.327284833540133,9.440593396866133,9.555236959549347,0
2.1233911067827616,8.660638895004084,0.394268113685059,0.1823258267636163,0
1.8182496720710062,0.45218670106189407,7.055751725156885,1.957779856835461,0
1.8340450985343382,0.26366974497252005,9.252483174156659,0.0756287497814212,0
3.0424224295953772,3.7646336687804958,1.8057534512733353,6.47474714154603,0
5.247564316322379,8.105533307818328,5.679452305526294,8.98030548949987,0
4.319450186421157,9.872761293149445,9.154882975880419,2.4348229657629927,0
2.9122914019804194,1.5041689110352818,0.3394597858579884,9.270345447963066,0
6.118528947223795,5.941307153521351,6.974202672468399,0.6026739028956085,0
1.3949386065204183,3.8089085663102153,2.9734900737255074,9.344360268055143,0
2.9214464853521815,9.699143978146033,9.243961953765304,3.516226872396344,0
3.663618432936917,8.421189231357086,9.710582451653679,1.0142082844921652,0
4.56069984217036,8.383287047111379,9.442664891134338,4.858717591863257,0
7.851759613930136,4.686931597949703,4.742142166574638,2.567765677205079,0
1.9967378215835974,4.148195023376652,8.620426509893134,2.8487290196192285,0
5.142344384136116,2.7340707193070624,8.445493985350703,3.0728996492628657,0
5.924145688620425,0.5637549665092711,3.1910047324325563,8.030258978326634,0
0.46450412719997725,8.647223762550531,8.289154741506774,5.391612766752544,0
6.075448519014383,8.129010091300776,0.3700763471549262,3.1130769915600363,0
1.7052412368729153,9.997176732861305,5.96269878482053,6.103337833109183,0
0.6505159298527952,9.966368370739055,2.3000883728770303,7.161506742231936,0
9.488855372533333,5.5543170560262745,1.205668857772788,2.7262400073353374,0
9.656320330745594,7.689874151805105,0.7695320162920916,4.135491015253515,0
8.08397348116461,9.44765729882428,6.962887758781397,1.2188609333694755,0
3.0461376917337066,8.496473906774115,3.3987496376806616,1.8114934953468032,0
0.9767211400638387,2.4734810174319763,7.247667715287615,6.811178539649828,0
6.842330265121569,4.505441353100935,0.6535634079894237,1.8143834769562694,0
4.4015249373960135,1.2915941515149498,3.152903378306103,5.251633836670601,0
1.2203823484477883,9.540510272587223,5.394912923753372,7.090462617224327,0
4.951769101112702,6.0617463445088005,7.907231648389636,1.0687692309474384,0
0.34388521115218396,2.2864280550346274,3.187525029320699,5.673122196289036,0
9.093204020787821,6.7170068440585675,6.2589137643700905,2.5656278370136376,0
2.587799816000169,6.181282404578958,8.85977748236187,9.629268752375799,0
6.62522284353982,3.5816271803284048,6.158631881823045,4.835456467199247,0
3.1171107608941098,1.1355759219962902,2.329594747536338,8.059925497751582,0
5.200680211778108,6.715731955927996,0.2440078155653802,5.502265421562617,0
